Band,Song,Url
Autopilot Off,Exit Signs,/lyric/5464162/Autopilot+Off/Exit+Signs
Autopilot Off,Long Way to Fall,/lyric/5464159/Autopilot+Off/Long+Way+to+Fall
Autopilot Off,Nothing Frequency,/lyric/5464161/Autopilot+Off/Nothing+Frequency
Autopilot Off,Wide Awake,/lyric/5464163/Autopilot+Off/Wide+Awake
Autopilot Off,Raise Your Rifles,/lyric/6042581/Autopilot+Off/Raise+Your+Rifles
Autopilot Off,The 12th Day,/lyric/6956080/Autopilot+Off/The+12th+Day
Autopilot Off,Blessed By a Nightmare,/lyric/6956083/Autopilot+Off/Blessed+By+a+Nightmare
Autopilot Off,Byron Black,/lyric/6956086/Autopilot+Off/Byron+Black
Autopilot Off,Chromatic Fades,/lyric/6956085/Autopilot+Off/Chromatic+Fades
Autopilot Off,The Cicada's Song,/lyric/6956087/Autopilot+Off/The+Cicada%27s+Song
Autopilot Off,Clockwork,/lyric/6956077/Autopilot+Off/Clockwork
Autopilot Off,Divine Intervention,/lyric/6956084/Autopilot+Off/Divine+Intervention
Autopilot Off,I Know You're Waiting,/lyric/6956079/Autopilot+Off/I+Know+You%27re+Waiting
Autopilot Off,Make a Sound,/lyric/6956076/Autopilot+Off/Make+a+Sound
Autopilot Off,Voice in the Dark,/lyric/6956081/Autopilot+Off/Voice+in+the+Dark
Autopilot Off,Generator,/lyric/6905221/Autopilot+Off/Generator
Autopsy,Funereality [*],/lyric/6253689/Autopsy/Funereality+%5B%2A%5D
Autopsy,An Act of the Unspeakable,/lyric/6598449/Autopsy/An+Act+of+the+Unspeakable
Autopsy,Battery Acid Enema,/lyric/6598455/Autopsy/Battery+Acid+Enema
Autopsy,Blackness Within,/lyric/6598448/Autopsy/Blackness+Within
Autopsy,Dead Hole [*],/lyric/6598468/Autopsy/Dead+Hole+%5B%2A%5D
Autopsy,Death Twitch,/lyric/6598452/Autopsy/Death+Twitch
Autopsy,A Different Kind of Mindfuck [*],/lyric/6598467/Autopsy/A+Different+Kind+of+Mindfuck+%5B%2A%5D
Autopsy,Fiend for Blood [*],/lyric/6598463/Autopsy/Fiend+for+Blood+%5B%2A%5D
Autopsy,Frozen With Fear,/lyric/6598450/Autopsy/Frozen+With+Fear
Autopsy,Keeper of Decay [*],/lyric/6598464/Autopsy/Keeper+of+Decay+%5B%2A%5D
Autopsy,Lobotomized,/lyric/6598456/Autopsy/Lobotomized
Autopsy,Meat,/lyric/6598445/Autopsy/Meat
Autopsy,Necrocannibalistic Vomitorium,/lyric/6598446/Autopsy/Necrocannibalistic+Vomitorium
Autopsy,Orgy in Excrements,/lyric/6598460/Autopsy/Orgy+in+Excrements
Autopsy,Pus/Rot,/lyric/6598454/Autopsy/Pus-Rot
Autopsy,Ravenous Freaks [*],/lyric/6598466/Autopsy/Ravenous+Freaks+%5B%2A%5D
Autopsy,Skullptures,/lyric/6598453/Autopsy/Skullptures
Autopsy,Spinal Extractions,/lyric/6598451/Autopsy/Spinal+Extractions
Autopsy,Squeal Like a Pig [*],/lyric/6598465/Autopsy/Squeal+Like+a+Pig+%5B%2A%5D
Autopsy,Tortured Moans of Agony,/lyric/6598458/Autopsy/Tortured+Moans+of+Agony
Autopsy,Ugliness and Secretions,/lyric/6598459/Autopsy/Ugliness+and+Secretions
Autopsy,Voices,/lyric/6598461/Autopsy/Voices
Autopsy,Walls of the Coffin,/lyric/6598462/Autopsy/Walls+of+the+Coffin
Autopsy,Your Rotting Face,/lyric/6598447/Autopsy/Your+Rotting+Face
Autopsy,Dark Crusade,/lyric/6253702/Autopsy/Dark+Crusade
Autopsy,Dead,/lyric/6253697/Autopsy/Dead
Autopsy,Hole in the Head,/lyric/6253699/Autopsy/Hole+in+the+Head
Autopsy,Mental Funeral,/lyric/6253703/Autopsy/Mental+Funeral
Autopsy,Robbing the Grave,/lyric/6253698/Autopsy/Robbing+the+Grave
Autopsy,Service for a Vacant Coffin [Live][*],/lyric/6253706/Autopsy/Service+for+a+Vacant+Coffin+%5BLive%5D%5B%2A%5D
Autopsy,Slaughterday,/lyric/6253696/Autopsy/Slaughterday
Autopsy,Torn from the Womb,/lyric/6253695/Autopsy/Torn+from+the+Womb
Autopsy,Charred Remains,/lyric/1242432/Autopsy/Charred+Remains
Autopsy,Critical Madness,/lyric/1242440/Autopsy/Critical+Madness
Autopsy,Destined to Fester,/lyric/1242444/Autopsy/Destined+to+Fester
Autopsy,Disembowel,/lyric/1242434/Autopsy/Disembowel
Autopsy,Embalmed,/lyric/1242441/Autopsy/Embalmed
Autopsy,Gasping for Air,/lyric/1242435/Autopsy/Gasping+for+Air
Autopsy,Impending Dread,/lyric/1242438/Autopsy/Impending+Dread
Autopsy,In the Grip of Winter,/lyric/1242445/Autopsy/In+the+Grip+of+Winter
Autopsy,Pagan Saviour,/lyric/1242437/Autopsy/Pagan+Saviour
Autopsy,Ridden With Disease,/lyric/1242436/Autopsy/Ridden+With+Disease
Autopsy,Service for a Vacant Coffin,/lyric/1242433/Autopsy/Service+for+a+Vacant+Coffin
Autopsy,Severed Survival,/lyric/1242439/Autopsy/Severed+Survival
Autopsy,Stillborn,/lyric/1242442/Autopsy/Stillborn
Autopsy,Brain Damage,/lyric/24868608/Autopsy/Brain+Damage
Autopsy,Bathe in Fire,/lyric/6598496/Autopsy/Bathe+in+Fire
Autopsy,The Birthing,/lyric/6598483/Autopsy/The+Birthing
Autopsy,Blood Orgy,/lyric/6598489/Autopsy/Blood+Orgy
Autopsy,Bowel Ripper,/lyric/6598497/Autopsy/Bowel+Ripper
Autopsy,Burnt to a Fuck,/lyric/6598498/Autopsy/Burnt+to+a+Fuck
Autopsy,Deathmask,/lyric/6598479/Autopsy/Deathmask
Autopsy,An End to the Misery,/lyric/6598494/Autopsy/An+End+to+the+Misery
Autopsy,Fuckdog,/lyric/6598481/Autopsy/Fuckdog
Autopsy,Geek,/lyric/6598487/Autopsy/Geek
Autopsy,Grave Violators,/lyric/6598491/Autopsy/Grave+Violators
Autopsy,Humiliate Your Corpse,/lyric/6598480/Autopsy/Humiliate+Your+Corpse
Autopsy,I Shit on Your Grave,/lyric/6598493/Autopsy/I+Shit+on+Your+Grave
Autopsy,I Sodomize Your Corpse,/lyric/6598486/Autopsy/I+Sodomize+Your+Corpse
Autopsy,Maim Rape Kill Rape,/lyric/6598492/Autopsy/Maim+Rape+Kill+Rape
Autopsy,No More Hate,/lyric/6598490/Autopsy/No+More+Hate
Autopsy,Praise the Children,/lyric/6598482/Autopsy/Praise+the+Children
Autopsy,Shit Eater,/lyric/6598484/Autopsy/Shit+Eater
Autoramas,Carinha Triste,/lyric/5296159/Autoramas/Carinha+Triste
Autoramas,Fale Mal de Mim,/lyric/5296158/Autoramas/Fale+Mal+de+Mim
Autorickshaw,Across the Sands (Caravan Intro),/lyric/7338602/Autorickshaw/Across+the+Sands+%28Caravan+Intro%29
Autorickshaw,Bird on a Wire,/lyric/10201577/Autorickshaw/Bird+on+a+Wire
Autour de Lucie,Immobile,/lyric/2078342/Autour+de+Lucie/Immobile
Autour de Lucie,Les Promesses,/lyric/2078350/Autour+de+Lucie/Les+Promesses
Autour de Lucie,Qu'Avons-Nous Fait,/lyric/2078343/Autour+de+Lucie/Qu%27Avons-Nous+Fait
Autour de Lucie,Selon l'Humeur,/lyric/2078341/Autour+de+Lucie/Selon+l%27Humeur
Autour de Lucie,Je Suis un Balancier,/lyric/4575055/Autour+de+Lucie/Je+Suis+un+Balancier
Autour de Lucie,Dans Quel Pays,/lyric/7011886/Autour+de+Lucie/Dans+Quel+Pays
Autour de Lucie,Personne N'Est Comme Toi,/lyric/7011883/Autour+de+Lucie/Personne+N%27Est+Comme+Toi
Autre Ne Veut,Space Cadet,/lyric/30275516/Ghostface+Killah/Space+Cadet
Autre Ne Veut,Ghostface Killah,artist/Ghostface-Killah/194811
Autre Ne Veut,Flume,artist/Flume/2698547
Autry Inman,Give Myself a Party,/lyric/1115585/Don+Gibson/Give+Myself+a+Party
Autry Inman,Don Gibson,artist/Don-Gibson/1624
Autumn,Even Now,/lyric/3230592/Autumn/Even+Now
Autumn,Seconds,/lyric/3230599/Autumn/Seconds
Autumn Hill,Anything at All,/lyric/28237639/Autumn+Hill/Anything+at+All
Autumn Hill,Can't Keep Waiting,/lyric/29277071/Autumn+Hill/Can%27t+Keep+Waiting
Autumn Hill,Anything At All [Acoustic],/lyric/29874429/Autumn+Hill/Anything+At+All+%5BAcoustic%5D
Autumn Hill,Fire,/lyric/29858954/Autumn+Hill/Fire
Autumn Rue,Prayer,/lyric/6846587/Ugodz-Illa/Prayer
Autumn Rue,Ugodz-Illa,artist/Ugodz-Illa/645917
Autumnblaze,So Close Yet So Far,/lyric/15985399/Autumnblaze/So+Close+Yet+So+Far
AV,Or Nah,/lyric/31117137/Too+%24hort/Or+Nah
AV,Too $hort,artist/Too-$hort/132295
AV,The Game,artist/The-Game/681397
AV,Problem,artist/Problem/952914
AV,Eric Bellinger,artist/Eric-Bellinger/2077482
AV,The Chronic,/lyric/32944213/The+Game/The+Chronic
AV,The Game,artist/The-Game/681397
AV,AD,artist/AD/2947231
Ava & Noelle,Dawn of a New Day,/lyric/7952503/Ava+%26+Noelle/Dawn+of+a+New+Day
Ava Barber,Don't It Make My Brown Eyes Blue,/lyric/1239155/Lawrence+Welk/Don%27t+It+Make+My+Brown+Eyes+Blue
Ava Barber,Lawrence Welk,artist/Lawrence-Welk/1909
Ava Cherry,Picture Me,/lyric/1112859/Ava+Cherry/Picture+Me
Ava Cherry,I'm in the Mood for Love,/lyric/2452162/Ava+Cherry/I%27m+in+the+Mood+for+Love
Ava Cherry,Spiritsinthenight,/lyric/17404660/Ava+Cherry/Spiritsinthenight
Ava Cherry & the Astronettes,I'm In The Mood For Love,/lyric/19037915/Ava+Cherry+%26+the+Astronettes/I%27m+In+The+Mood+For+Love
Ava Gardner,Can't Help Lovin' Dat Man [Reprise #1],/lyric/1110141/Annette+Warren/Can%27t+Help+Lovin%27+Dat+Man+%5BReprise+%231%5D
Ava Gardner,Annette Warren,artist/Annette-Warren/21778
Ava Gardner,Kathryn Grayson,artist/Kathryn-Grayson/24365
Ava Gardner,Can't Help Lovin' Dat Man [#][Outtake],/lyric/2025443/Ava+Gardner/Can%27t+Help+Lovin%27+Dat+Man+%5B%23%5D%5BOuttake%5D
Ava Leigh,La  La La,/lyric/16120203/Ava+Leigh/La++La+La
Ava Logan,The Song Is You,/lyric/14658262/Ava+Logan/The+Song+Is+You
Ava Max,Let It Be Me,/lyric/35348200/David+Guetta/Let+It+Be+Me
Ava Max,David Guetta,artist/David-Guetta/572357
Ava Max,Make Up,/lyric/35591533/Vice/Make+Up
Ava Max,Vice,artist/Vice/298992
Ava Max,Jason Derulo,artist/Jason-Derulo/1008977
Ava Max,My Way,/lyric/35002755/Ava+Max/My+Way
Ava Stokes,Pardon Me,/lyric/30841271/Naughty+Boy/Pardon+Me
Ava Stokes,Naughty Boy,artist/Naughty-Boy/842452
Ava Stokes,Tanika,artist/Tanika/2613309
Ava Wynne,I Still Miss Someone,/lyric/10736628/Ava+Wynne/I+Still+Miss+Someone
Avail,25 Years,/lyric/2464802/Avail/25+Years
Avail,Song,/lyric/2464800/Avail/Song
Avail,Connection,/lyric/2466404/Avail/Connection
Avail,Hope,/lyric/2466403/Avail/Hope
Avail,Predictable,/lyric/2466401/Avail/Predictable
Avail,Twisted,/lyric/2466402/Avail/Twisted
Avail,(Ben),/lyric/4917041/Avail/%28Ben%29
Avail,Fix,/lyric/2094390/Avail/Fix
Avail,Model,/lyric/2094400/Avail/Model
Avail,Order,/lyric/2094388/Avail/Order
Avail,Simple Song,/lyric/2094394/Avail/Simple+Song
Avail,Taken,/lyric/2651985/Avail/Taken
Avail,Invisible,/lyric/3643658/Avail/Invisible
Avail,The Falls,/lyric/5874547/Avail/The+Falls
Avail,Now,/lyric/5874548/Avail/Now
Avail,You,/lyric/5874540/Avail/You
Avail,Santeria,/lyric/7681069/Avail/Santeria
Avalanch,Delirios de Grandeza,/lyric/8028898/Avalanch/Delirios+de+Grandeza
Avalanch,Xana,/lyric/8028899/Avalanch/Xana
Avalanch,Where the Streets Have No Name,/lyric/10736504/Avalanch/Where+the+Streets+Have+No+Name
Avalanche City ,Goodnight,/lyric/23892140/Avalanche+City+/Goodnight
Avalanche City ,Love Love Love,/lyric/23892154/Avalanche+City+/Love+Love+Love
Avalon,Made To Love,/lyric/31774672/Avalon/Made+To+Love
Avalon,TobyMac,artist/TobyMac/512191
Avalon,Testify To Love,/lyric/31774665/Avalon/Testify+To+Love
Avalon,Avalon,artist/Avalon/2466
Avalon,Aaron Shust,artist/Aaron-Shust/735876
Avalon,Don't Be Afraid,/lyric/1254778/Avalon/Don%27t+Be+Afraid
Avalon,Give It Up,/lyric/1254774/Avalon/Give+It+Up
Avalon,Here to Deliver,/lyric/1254779/Avalon/Here+to+Deliver
Avalon,Jesus Is Lord,/lyric/1254783/Avalon/Jesus+Is+Lord
Avalon,"My Jesus, I Love Thee",/lyric/1254781/Avalon/My+Jesus%2C+I+Love+Thee
Avalon,Picture Perfect World,/lyric/1254777/Avalon/Picture+Perfect+World
Avalon,Saviour Love,/lyric/1254782/Avalon/Saviour+Love
Avalon,This Love,/lyric/1254775/Avalon/This+Love
Avalon,Orphans Of God [Medium Key-Premiere Performance Plus w/o Background Voc,/lyric/22158103/Avalon/Orphans+Of+God+%5BMedium+Key-Premiere+Performance+Plus+w-o+Background+Voc
Avalon,Adonai,/lyric/1798308/Avalon/Adonai
Avalon,Forgive and Forget,/lyric/1798312/Avalon/Forgive+and+Forget
Avalon,Reason Enough,/lyric/1798311/Avalon/Reason+Enough
Avalon,Speed of Light,/lyric/1798309/Avalon/Speed+of+Light
Avalon,Testify to Love,/lyric/1798304/Avalon/Testify+to+Love
Avalon,"Always Have, Always Will",/lyric/2644891/Avalon/Always+Have%2C+Always+Will
Avalon,Can't Live a Day,/lyric/2644890/Avalon/Can%27t+Live+a+Day
Avalon,First Love,/lyric/2644897/Avalon/First+Love
Avalon,Hide My Soul,/lyric/2644896/Avalon/Hide+My+Soul
Avalon,I'm Speechless,/lyric/2644892/Avalon/I%27m+Speechless
Avalon,If My People Pray,/lyric/2644893/Avalon/If+My+People+Pray
Avalon,In a Different Light,/lyric/2644889/Avalon/In+a+Different+Light
Avalon,In Not Of,/lyric/2644888/Avalon/In+Not+Of
Avalon,Let Your Love,/lyric/2644895/Avalon/Let+Your+Love
Avalon,Only for the Weak,/lyric/2644894/Avalon/Only+for+the+Weak
Avalon,"By Heart, by Soul",/lyric/4072606/Avalon/By+Heart%2C+by+Soul
Avalon,Aaron Neville,artist/Aaron-Neville/5008
Avalon,Fly to You,/lyric/3455585/Avalon/Fly+to+You
Avalon,The Christmas Song,/lyric/4071794/Avalon/The+Christmas+Song
Avalon,Don't Save It All for Christmas Day,/lyric/4071788/Avalon/Don%27t+Save+It+All+for+Christmas+Day
Avalon,Good News,/lyric/4071793/Avalon/Good+News
Avalon,Jesus Born on This Day,/lyric/4071790/Avalon/Jesus+Born+on+This+Day
Avalon,Joy to the World,/lyric/4071786/Avalon/Joy+to+the+World
Avalon,Light a Candle,/lyric/4071792/Avalon/Light+a+Candle
Avalon,We Are the Reason,/lyric/4071796/Avalon/We+Are+the+Reason
Avalon,Winter Wonderland,/lyric/4071789/Avalon/Winter+Wonderland
Avalon,Come and Fill My Heart,/lyric/4825771/Avalon/Come+and+Fill+My+Heart
Avalon,The Glory,/lyric/4825768/Avalon/The+Glory
Avalon,I Don't Want to Go,/lyric/4825765/Avalon/I+Don%27t+Want+to+Go
Avalon,Love Remains,/lyric/4825770/Avalon/Love+Remains
Avalon,Make It Last Forever,/lyric/4825767/Avalon/Make+It+Last+Forever
Avalon,Oxygen,/lyric/4825769/Avalon/Oxygen
Avalon,Undeniably You,/lyric/4825764/Avalon/Undeniably+You
Avalon,Wonder Why,/lyric/4825761/Avalon/Wonder+Why
Avalon,Everything to Me,/lyric/6172915/Avalon/Everything+to+Me
Avalon,The Greatest Story,/lyric/6172913/Avalon/The+Greatest+Story
Avalon,Knockin' on Heaven's Door,/lyric/6172918/Avalon/Knockin%27+on+Heaven%27s+Door
Avalon,New Day,/lyric/6172912/Avalon/New+Day
Avalon,Pray,/lyric/6172923/Avalon/Pray
Avalon,Abundantly,/lyric/6809111/Avalon/Abundantly
Avalon,All,/lyric/6809109/Avalon/All
Avalon,The Creed,/lyric/6845107/Avalon/The+Creed
Avalon,Far Away from Here,/lyric/6845110/Avalon/Far+Away+from+Here
Avalon,The Good Way,/lyric/6809117/Avalon/The+Good+Way
Avalon,I Bring It to You,/lyric/6809116/Avalon/I+Bring+It+to+You
Avalon,I Wanna Be With You,/lyric/6845108/Avalon/I+Wanna+Be+With+You
Avalon,Overjoyed,/lyric/6845111/Avalon/Overjoyed
Avalon,Renew Me,/lyric/6809118/Avalon/Renew+Me
Avalon,My Jesus I Love Thee,/lyric/35609977/Avalon/My+Jesus+I+Love+Thee
Avalon,Testify to Love [Live],/lyric/7681982/Avalon/Testify+to+Love+%5BLive%5D
Avalon,Blessed Assurance,/lyric/9783525/Avalon/Blessed+Assurance
Avalon,How Great Thou Art,/lyric/9783527/Avalon/How+Great+Thou+Art
Avalon,In Christ Alone,/lyric/9783521/Avalon/In+Christ+Alone
Avalon,The Solid Rock,/lyric/9783518/Avalon/The+Solid+Rock
Avalon,Total Praise,/lyric/9783529/Avalon/Total+Praise
Avalon,I Survive,/lyric/8509897/Avalon/I+Survive
Avalon,Jesus,/lyric/8509896/Avalon/Jesus
Avalon,Love Won't Leave You,/lyric/8509891/Avalon/Love+Won%27t+Leave+You
Avalon,Orphans of God,/lyric/8509892/Avalon/Orphans+of+God
Avalon,The Other Side,/lyric/8509890/Avalon/The+Other+Side
Avalon,Slowly,/lyric/8509894/Avalon/Slowly
Avalon,Somehow You Are,/lyric/8509893/Avalon/Somehow+You+Are
Avalon,We Will Stand,/lyric/8509895/Russ+Taff/We+Will+Stand
Avalon,Russ Taff,artist/Russ-Taff/2414
Avalon,When the Time Comes,/lyric/8509898/Avalon/When+the+Time+Comes
Avalon,Addictive Love,/lyric/13659633/Avalon/Addictive+Love
Avalon,"Another Time, Another Place",/lyric/13659624/Avalon/Another+Time%2C+Another+Place
Avalon,The Basics of Life,/lyric/13659627/Avalon/The+Basics+of+Life
Avalon,El-Shaddai,/lyric/13659631/Avalon/El-Shaddai
Avalon,For the Sake of the Call,/lyric/13659622/Avalon/For+the+Sake+of+the+Call
Avalon,Friend of a Wounded Heart,/lyric/13659630/Avalon/Friend+of+a+Wounded+Heart
Avalon,Place in This World,/lyric/13659632/Avalon/Place+in+This+World
Avalon,The Reason We Sing,/lyric/13659629/Avalon/The+Reason+We+Sing
Avalon,Thy Word,/lyric/13659623/Avalon/Thy+Word
Avalon,"We Will Stand [from the Album ""Stand""]",/lyric/17636688/Russ+Taff/We+Will+Stand+%5Bfrom+the+Album+%22Stand%22%5D
Avalon,Russ Taff,artist/Russ-Taff/2414
Avalon,Only The World,/lyric/31768647/Avalon/Only+The+World
Avalon,Mandisa,artist/Mandisa/815148
Avalon,Alive,/lyric/17640100/Avalon/Alive
Avalon Boys,The Trail of the Lonesome Pine,/lyric/4079175/Avalon+Boys/The+Trail+of+the+Lonesome+Pine
Avalon Cats,Don't Sit Under the Apple Tree (With Anyone Else But Me),/lyric/4784731/Avalon+Cats/Don%27t+Sit+Under+the+Apple+Tree+%28With+Anyone+Else+But+Me%29
Avalon Cats,How About You,/lyric/4784728/Avalon+Cats/How+About+You
Avalon Cats,I'm Getting Sentimental over You,/lyric/4784727/Avalon+Cats/I%27m+Getting+Sentimental+over+You
Avalon Cats,The Look of Love,/lyric/4784734/Avalon+Cats/The+Look+of+Love
Avalon Frost,Come Together,/lyric/8104480/Richard+%22Groove%22+Holmes/Come+Together
Avalon Frost,"Richard ""Groove"" Holmes",artist/Richard-
Avalon Frost,Holmes Ives,artist/Holmes-Ives/248947
Avalon Frost,Azade Abi,artist/Azade-Abi/575756
Avalon Orchestra,In a Sentimental Mood,/lyric/3015770/Avalon+Orchestra/In+a+Sentimental+Mood
Avalon Orchestra,It Don't Mean a Thing (If It Ain't Got That Swing),/lyric/3015768/Avalon+Orchestra/It+Don%27t+Mean+a+Thing+%28If+It+Ain%27t+Got+That+Swing%29
Avalon Orchestra,Skylark,/lyric/3015778/Avalon+Orchestra/Skylark
Avalon Pit Band,Ain't Misbehavin',/lyric/6400742/Avalon+Pit+Band/Ain%27t+Misbehavin%27
Avalon Pit Band,Begin the Beguine [From Jubilee],/lyric/6400737/Avalon+Pit+Band/Begin+the+Beguine+%5BFrom+Jubilee%5D
Avalon Pit Band,Someone to Watch Over Me [From Oh Kay!],/lyric/6400739/Avalon+Pit+Band/Someone+to+Watch+Over+Me+%5BFrom+Oh+Kay%21%5D
Avance,On Bended Knee,/lyric/3888945/Avance/On+Bended+Knee
Avant,Cleveland Is the City,/lyric/7356747/Bone+Thugs-N-Harmony/Cleveland+Is+the+City
Avant,Bone Thugs-N-Harmony,artist/Bone-Thugs-N-Harmony/44741
Avant,Home,/lyric/8506419/Phil+Collins/Home
Avant,Phil Collins,artist/Phil-Collins/3942
Avant,Bone Thugs-N-Harmony,artist/Bone-Thugs-N-Harmony/44741
Avant,Makin' Good Love,/lyric/15522563/Avant/Makin%27+Good+Love
Avant,Can't Wait,/lyric/7243673/Avant/Can%27t+Wait
Avant,Stickwitu [Urban Mix],/lyric/8582578/The+Pussycat+Dolls/Stickwitu+%5BUrban+Mix%5D
Avant,The Pussycat Dolls,artist/The-Pussycat-Dolls/702645
Avant,Bedroom Boom,/lyric/8149634/Ying+Yang+Twins/Bedroom+Boom
Avant,Ying Yang Twins,artist/Ying-Yang-Twins/392373
Avant,4 Minutes,/lyric/14052087/Avant/4+Minutes
Avant,Claim My Place (Interlude),/lyric/9770923/Diddy/Claim+My+Place+%28Interlude%29
Avant,Diddy,artist/Diddy/214335
Avant,Little of Your Time,/lyric/27021514/Bloodshy/Little+of+Your+Time
Avant,Bloodshy,artist/Bloodshy/360817
Avant,Maroon 5,artist/Maroon-5/529962
Avant,Separated,/lyric/3288258/Avant/Separated
Avant,Destiny,/lyric/6904276/Avant/Destiny
Avant,Get Away,/lyric/6904270/Avant/Get+Away
Avant,Happy,/lyric/6904272/Avant/Happy
Avant,I Wanna Know,/lyric/6904274/Avant/I+Wanna+Know
Avant,Let's Make a Deal,/lyric/6904271/Avant/Let%27s+Make+a+Deal
Avant,My First Love,/lyric/6904273/Avant/My+First+Love
Avant,Reaction,/lyric/6904269/Avant/Reaction
Avant,Serious,/lyric/6904275/Avant/Serious
Avant,This Time,/lyric/6904278/Avant/This+Time
Avant,Why,/lyric/6904279/Avant/Why
Avant,My First Love [Album Version],/lyric/7411955/Avant/My+First+Love+%5BAlbum+Version%5D
Avant,Keke Wyatt,artist/Keke-Wyatt/482951
Avant,I Can't Wait,/lyric/5199509/Avant/I+Can%27t+Wait
Avant,Keke Wyatt,artist/Keke-Wyatt/482951
Avant,Nothing in This World,/lyric/5199507/Avant/Nothing+in+This+World
Avant,Keke Wyatt,artist/Keke-Wyatt/482951
Avant,Ooh Aah,/lyric/5037540/Avant/Ooh+Aah
Avant,Call on Me,/lyric/5432478/Avant/Call+on+Me
Avant,"Don't Say No, Just Say Yes",/lyric/5432480/Avant/Don%27t+Say+No%2C+Just+Say+Yes
Avant,Jack and Jill,/lyric/5432489/Avant/Jack+and+Jill
Avant,Love School,/lyric/5432488/Avant/Love+School
Avant,Makin' Good Love,/lyric/5432481/Avant/Makin%27+Good+Love
Avant,No Limit,/lyric/5432483/Avant/No+Limit
Avant,One Way Street,/lyric/5432487/Charlie+Wilson/One+Way+Street
Avant,Charlie Wilson,artist/Charlie-Wilson/138794
Avant,Six in da Morning,/lyric/5432485/Don%2C+Sean/Six+in+da+Morning
Avant,"Don, Sean","artist/Don,-Sean/0"
Avant,Sorry,/lyric/5432482/Avant/Sorry
Avant,Suicide,/lyric/5432490/Avant/Suicide
Avant,Thinkin' About You,/lyric/5432484/Avant/Thinkin%27+About+You
Avant,What Do You Want,/lyric/5432479/Cap-1/What+Do+You+Want
Avant,Cap-1,artist/Cap-1/0
Avant,You Ain't Right,/lyric/5432486/Avant/You+Ain%27t+Right
Avant,Cleveland Is the City,/lyric/5878724/Bone+Thugs-N-Harmony/Cleveland+Is+the+City
Avant,Bone Thugs-N-Harmony,artist/Bone-Thugs-N-Harmony/44741
Avant,AV,/lyric/6728270/Avant/AV
Avant,Don't Take Your Love Away,/lyric/6728273/Avant/Don%27t+Take+Your+Love+Away
Avant,Everything About You,/lyric/6728281/Avant/Everything+About+You
Avant,Feast,/lyric/6728277/Avant/Feast
Avant,Flickin,/lyric/6728284/Avant/Flickin
Avant,Bumpy Johnson,artist/Bumpy-Johnson/677614
Avant,Have Some Fun,/lyric/6728274/Avant/Have+Some+Fun
Avant,Hooked,/lyric/6728275/Avant/Hooked
Avant,Phone Sex (That's What's Up),/lyric/6728276/Avant/Phone+Sex+%28That%27s+What%27s+Up%29
Avant,Private Room (Intro),/lyric/6728269/Avant/Private+Room+%28Intro%29
Avant,"Read Your Mind, Pt. 2: The Remix",/lyric/6728283/Avant/Read+Your+Mind%2C+Pt.+2%3A+The+Remix
Avant,Seems to Be,/lyric/6728278/Olivia/Seems+to+Be
Avant,Olivia,artist/Olivia/0
Avant,Wanna Be Close,/lyric/6728280/Avant/Wanna+Be+Close
Avant,You,/lyric/6728282/Stizzle/You
Avant,Stizzle,artist/Stizzle/0
Avant,You Got Me,/lyric/6728279/Avant/You+Got+Me
Avant,Read Your Mind [Album Version],/lyric/6585195/Avant/Read+Your+Mind+%5BAlbum+Version%5D
Avant,Read Your Mind [Radio Edit],/lyric/6585194/Avant/Read+Your+Mind+%5BRadio+Edit%5D
Avant,Your Precious Love,/lyric/6809784/Avant/Your+Precious+Love
Avant,Keke Wyatt,artist/Keke-Wyatt/482951
Avant,Can't Wait,/lyric/27198809/Avant/Can%27t+Wait
Avant,Super Saucy,/lyric/7553281/Baby+Bash/Super+Saucy
Avant,Baby Bash,artist/Baby-Bash/357051
Avant,Stickwitu,/lyric/27128736/Avant/Stickwitu
Avant,The Pussycat Dolls,artist/The-Pussycat-Dolls/702645
Avant,4 Minutes,/lyric/8778937/Avant/4+Minutes
Avant,Director,/lyric/8778943/Avant/Director
Avant,Exclusive,/lyric/8778940/Avant/Exclusive
Avant,Lloyd Banks,artist/Lloyd-Banks/555597
Avant,G.P.S.A. (Ghetto Public Service Announcement),/lyric/8778948/Dupri%2C+Jermiane/G.P.S.A.+%28Ghetto+Public+Service+Announcement%29
Avant,"Dupri, Jermiane","artist/Dupri,-Jermiane/0"
Avant,Grown Ass Man,/lyric/8778942/Avant/Grown+Ass+Man
Avant,Imagination,/lyric/8778945/Avant/Imagination
Avant,Lie About Us,/lyric/8778944/Avant/Lie+About+Us
Avant,Nicole Scherzinger,artist/Nicole-Scherzinger/485251
Avant,Mr. Dream,/lyric/8778946/Avant/Mr.+Dream
Avant,Now You Got Someone,/lyric/8778947/Avant/Now+You+Got+Someone
Avant,"Right Place, Wrong Time",/lyric/8778941/Avant/Right+Place%2C+Wrong+Time
Avant,So Many Ways,/lyric/8778934/Avant/So+Many+Ways
Avant,Stickwitu [Urban Remix],/lyric/8778938/Avant/Stickwitu+%5BUrban+Remix%5D
Avant,The Pussycat Dolls,artist/The-Pussycat-Dolls/702645
Avant,This Is Your Night,/lyric/8778935/Avant/This+Is+Your+Night
Avant,With You,/lyric/8778939/Avant/With+You
Avant,You Know What,/lyric/8778936/Lil+Wayne/You+Know+What
Avant,Lil Wayne,artist/Lil-Wayne/384397
